IntegerID,CodePrediction,RealProductTypeCode
95484,2060,2060
95485,1160,1160
95486,1320,1320
95487,2280,2280
95488,2583,2583
95489,1920,1920
95490,2522,2522
95491,50,50
95492,10,2280
95493,1281,1281
95494,2583,2583
95495,10,2705
95496,10,2705
95497,2582,1560
95498,2060,2060
95499,1302,1302
95500,1920,1920
95501,2583,2583
95502,10,1160
95503,1320,1320
95504,1920,1920
95505,2060,2060
95506,1320,1320
95507,1160,1160
95508,10,2705
95509,1300,1300
95510,2403,2403
95511,1302,1302
95512,10,1300
95513,2280,2280
95514,2583,2583
95515,2583,2583
95516,10,1160
95517,2060,2060
95518,1280,1280
95519,40,40
95520,1301,1301
95521,10,2403
95522,1160,1160
95523,1302,1302
95524,2060,2060
95525,2522,2522
95526,10,2280
95527,2583,2583
95528,1281,1180
95529,1920,1920
95530,2583,2583
95531,2705,2705
95532,10,10
95533,10,10
95534,2582,2582
95535,2583,2583
95536,40,40
95537,2583,2583
95538,2280,2280
95539,1281,1281
95540,2280,2280
95541,1160,1160
95542,1320,1320
95543,2522,2522
95544,1920,1320
95545,1302,1280
95546,10,1160
95547,1160,1160
95548,2585,2585
95549,2583,2583
95550,10,10
95551,1320,1320
95552,1300,1300
95553,1280,1302
95554,1300,1280
95555,1280,1280
95556,1920,1920
95557,10,1140
95558,2060,2060
95559,2060,2060
95560,10,1160
95561,2522,1320
95562,1280,1280
95563,1302,1302
95564,10,1140
95565,10,2462
95566,1300,1300
95567,1920,1920
95568,1320,1320
95569,1560,2060
95570,2583,2585
95571,2060,2060
95572,2403,2403
95573,10,1160
95574,1300,1300
95575,1301,1301
95576,2522,1300
95577,1560,2060
95578,10,10
95579,1160,1160
95580,40,1281
95581,2522,2522
95582,1560,1560
95583,2583,2583
95584,2583,2583
95585,10,1300
95586,2403,10
95587,10,2403
95588,2583,2583
95589,1280,1281
95590,2583,2583
95591,2522,2522
95592,1300,2585
95593,2705,2905
95594,2522,2522
95595,10,1140
95596,1560,1560
95597,1160,1160
95598,2522,2522
95599,10,1140
95600,10,1140
95601,2583,2583
95602,10,10
95603,10,1180
95604,1160,1160
95605,2220,2220
95606,10,10
95607,50,2462
95608,2220,2220
95609,10,10
95610,60,60
95611,10,10
95612,1140,2403
95613,10,2403
95614,1281,1281
95615,1280,1280
95616,2583,2583
95617,2403,2403
95618,1940,1940
95619,1280,1281
95620,1920,1920
95621,2280,2280
95622,2403,2403
95623,1560,1560
95624,2583,2583
95625,2583,2583
95626,10,1300
95627,2583,2583
95628,1300,1300
95629,10,1160
95630,1560,1560
95631,2403,2280
95632,1300,1300
95633,2280,2403
95634,2060,1920
95635,10,40
95636,10,1160
95637,2583,2583
95638,2585,2585
95639,2060,2060
95640,2280,2280
95641,1300,1300
95642,2060,2060
95643,1920,2060
95644,2583,2583
95645,10,2583
95646,2583,2583
95647,1560,1560
95648,1560,1560
95649,2522,1140
95650,2060,2060
95651,2280,2280
95652,1920,1920
95653,2522,2522
95654,2522,2522
95655,1160,1160
95656,2522,2522
95657,2583,2583
95658,1302,2582
95659,2583,2583
95660,10,2403
95661,2522,2522
95662,2583,2583
95663,2280,2280
95664,1920,1920
95665,2585,2585
95666,1300,1300
95667,2522,2522
95668,2705,2705
95669,2280,10
95670,1320,1920
95671,2522,2522
95672,1301,1301
95673,1920,1920
95674,2583,2583
95675,1560,2585
95676,2583,2583
95677,1140,40
95678,2522,2522
95679,2462,60
95680,2280,2280
95681,2583,2585
95682,2582,2582
95683,1320,2060
95684,10,2403
95685,2583,2583
95686,2583,2583
95687,10,10
95688,2583,2583
95689,2280,2705
95690,2522,2522
95691,1140,1140
95692,60,60
95693,1280,1320
95694,1302,1280
95695,40,40
95696,1300,1300
95697,2522,2522
95698,1560,1560
95699,2060,2060
95700,1320,2585
95701,2583,2583
95702,1300,1280
95703,1280,1280
95704,2060,2060
95705,1560,2060
95706,2583,2583
95707,2582,2582
95708,2583,2583
95709,1300,1300
95710,10,1281
95711,2280,2280
95712,1560,2060
95713,2220,2220
95714,2583,2583
95715,1302,1302
95716,2060,2060
95717,1160,1160
95718,1320,1300
95719,60,60
95720,1140,1140
95721,2462,2462
95722,2280,2705
95723,2582,2582
95724,1280,40
95725,2522,2522
95726,1300,1300
95727,1560,1560
95728,2585,2585
95729,1320,1320
95730,1560,2060
95731,2905,2905
95732,2060,2060
95733,2280,2280
95734,2583,2583
95735,1300,1300
95736,1560,1560
95737,2060,2060
95738,2522,2522
95739,2220,40
95740,1320,1320
95741,2280,2280
95742,1560,1560
95743,1300,1300
95744,2582,2582
95745,2403,1320
95746,2583,2583
95747,2583,2583
95748,2280,10
95749,2705,2705
95750,2403,2403
95751,1281,1281
95752,2582,2582
95753,2060,2582
95754,1920,1920
95755,1140,1140
95756,1920,1560
95757,10,1280
95758,1560,1560
95759,10,1140
95760,10,10
95761,2583,2583
95762,1302,1302
95763,2585,2582
95764,10,1320
95765,2280,1160
95766,1300,1300
95767,2585,1560
95768,10,1160
95769,2280,2280
95770,2583,2583
95771,1140,1140
95772,1560,1560
95773,2060,1302
95774,1300,1280
95775,2585,2585
95776,2585,2585
95777,2280,2280
95778,10,10
95779,2583,2583
95780,10,1281
95781,2220,2220
95782,2280,2280
95783,1301,1301
95784,1160,1160
95785,2403,2280
95786,2583,2583
95787,2583,2583
95788,10,1300
95789,2522,2522
95790,2403,2403
95791,2705,2705
95792,10,2220
95793,1920,1920
95794,2583,2583
95795,2583,2583
95796,2280,2280
95797,2522,2522
95798,1300,1300
95799,1140,1140
95800,50,60
95801,1920,1920
95802,10,2280
95803,1140,1140
95804,1320,1940
95805,2905,2905
95806,2403,2705
95807,2060,2060
95808,2585,2585
95809,1560,2060
95810,1281,40
95811,2403,2403
95812,2583,2583
95813,1320,1320
95814,2060,2060
95815,2522,2522
95816,10,2705
95817,1320,1320
95818,1301,1301
95819,2583,2583
95820,2582,2582
95821,2280,2280
95822,2705,2403
95823,2522,2522
95824,2585,2585
95825,1302,1302
95826,1280,1320
95827,10,2403
95828,1300,1300
95829,10,10
95830,1320,1320
95831,2522,2522
95832,2060,2060
95833,1160,1160
95834,2905,2905
95835,50,60
95836,2462,2462
95837,10,10
95838,10,2705
95839,2583,2585
95840,1160,1160
95841,1280,1280
95842,1320,1320
95843,2522,2522
95844,1560,1560
95845,1280,1140
95846,1140,1140
95847,10,1160
95848,2060,2060
95849,1920,1920
95850,2583,2583
95851,1281,1281
95852,2280,2280
95853,10,2705
95854,1300,1300
95855,2403,2403
95856,1301,1301
95857,10,10
95858,1160,1160
95859,1280,1280
95860,2280,2280
95861,1560,1560
95862,1320,1320
95863,1280,1280
95864,2705,2705
95865,1280,1140
95866,2583,2583
95867,50,2462
95868,2522,2522
95869,2583,2583
95870,1280,1280
95871,1560,1560
95872,10,10
95873,1280,1280
95874,2403,2403
95875,2583,2583
95876,1940,1940
95877,2403,2403
95878,1320,1302
95879,10,1160
95880,2583,2583
95881,1560,2060
95882,10,1560
95883,1300,1300
95884,2522,2522
95885,2220,1280
95886,1300,1300
95887,60,60
95888,2220,2220
95889,1300,1280
95890,1940,1940
95891,1320,1320
95892,2522,2522
95893,1160,1160
95894,2060,2060
95895,1920,1920
95896,1301,1301
95897,2582,2585
95898,1920,1920
95899,2583,2583
95900,2280,2280
95901,10,10
95902,1920,1920
95903,1300,1280
95904,10,2403
95905,1560,1560
95906,2583,2583
95907,2060,2060
95908,60,60
95909,2583,2583
95910,2522,2522
95911,2522,2522
95912,2403,10
95913,2583,2583
95914,2280,10
95915,2583,2583
95916,50,50
95917,10,2280
95918,1302,1302
95919,2583,2583
95920,1160,1160
95921,10,2403
95922,2583,2583
95923,1280,1300
95924,2583,2583
95925,1920,1920
95926,10,1140
95927,10,10
95928,2280,2280
95929,1140,1140
95930,2522,2522
95931,1920,1920
95932,2522,10
95933,2583,2583
95934,1280,1280
95935,1300,1300
95936,2583,2583
95937,2585,2522
95938,2060,2060
95939,2583,2583
95940,2583,2583
95941,10,2220
95942,2403,2403
95943,1300,1300
95944,10,2403
95945,2583,2583
95946,1280,1280
95947,2522,2522
95948,10,2582
95949,2522,2522
95950,1280,1280
95951,2280,2403
95952,2583,2583
95953,1300,1300
95954,1300,1280
95955,2060,2060
95956,10,2403
95957,2280,2280
95958,1160,1281
95959,1320,2583
95960,2522,2522
95961,1280,1280
95962,1560,1320
95963,2583,2583
95964,1920,2060
95965,2583,2583
95966,2280,2280
95967,2583,2583
95968,2280,2280
95969,2705,2705
95970,2705,2705
95971,10,10
95972,50,2462
95973,40,40
95974,1920,1920
95975,2403,2403
95976,2583,2585
95977,2583,2583
95978,2522,2522
95979,2060,2060
95980,1280,1300
95981,2280,2280
95982,1920,1920
95983,1280,1280
95984,1920,1920
95985,1300,1300
95986,2403,2403
95987,2280,2585
95988,2060,1280
95989,1560,1560
95990,2280,2280
95991,2522,2582
95992,1281,1280
95993,2583,2583
95994,2583,2582
95995,2585,2280
95996,1320,1940
95997,1560,2582
95998,2280,2280
95999,2403,2403
96000,2583,2583
96001,2280,2403
96002,1920,1920
96003,1280,1280
96004,2280,2280
96005,50,50
96006,2280,2280
96007,2583,2583
96008,1302,1302
96009,2583,2583
96010,1300,1281
96011,2522,2522
96012,2522,2522
96013,1560,1560
96014,1920,1920
96015,50,50
96016,1920,1920
96017,2060,2060
96018,2403,2403
96019,1302,1280
96020,1281,1281
96021,2060,2060
96022,2280,2280
96023,2060,2583
96024,2583,2583
96025,2582,1560
96026,10,40
96027,2705,2705
96028,2403,2522
96029,2522,2522
96030,2582,2582
96031,1302,1302
96032,50,2462
96033,2280,2280
96034,1140,1140
96035,1280,1281
96036,1281,1301
96037,1560,1560
96038,2583,2583
96039,1301,1301
96040,2583,1302
96041,1920,2060
96042,2280,2280
96043,1301,1301
96044,2583,2583
96045,2585,2585
96046,2583,2583
96047,2705,2705
96048,1920,1920
96049,1920,1920
96050,50,50
96051,2583,2583
96052,2905,2905
96053,2220,2220
96054,2705,2705
96055,2583,2220
96056,1280,2582
96057,1560,1560
96058,2905,2905
96059,1160,1160
96060,2705,2705
96061,2522,2522
96062,2522,2522
96063,10,1300
96064,2280,1160
96065,2280,1160
96066,1300,1300
96067,1280,40
96068,1300,1300
96069,2060,1280
96070,2280,2280
96071,2522,2522
96072,2583,2583
96073,1320,1320
96074,2403,2403
96075,2583,2583
96076,1560,1560
96077,2583,2583
96078,2585,2585
96079,2462,2462
96080,2522,2522
96081,1300,1300
96082,1280,1300
96083,1560,1560
96084,1280,1280
96085,2905,2905
96086,1920,1920
96087,2060,2060
96088,2403,2403
96089,1920,1920
96090,1280,1280
96091,2403,2403
96092,1281,1281
96093,1302,1302
96094,1160,1160
96095,10,40
96096,2060,2060
96097,1280,1280
96098,2522,2522
96099,2060,2060
96100,40,40
96101,2280,2280
96102,2060,2060
96103,10,1281
96104,1140,1140
96105,2583,2583
96106,10,1180
96107,2583,2583
96108,2582,1920
96109,1302,1302
96110,2280,2280
96111,10,2705
96112,10,10
96113,2583,2583
96114,2583,2583
96115,1560,1560
96116,2280,2280
96117,1301,1301
96118,1320,2220
96119,2705,2705
96120,1160,1160
96121,1920,1920
96122,1280,1280
96123,2585,2585
96124,1280,1280
96125,1940,1940
96126,1302,1302
96127,2280,2280
96128,2583,2583
96129,2060,2060
96130,1560,1560
96131,2403,2403
96132,2060,1281
96133,60,60
96134,2060,1320
96135,1281,1281
96136,1160,1140
96137,2060,2060
96138,2522,2522
96139,1560,1920
96140,1560,1920
96141,2522,2522
96142,2403,10
96143,1920,1920
96144,1560,1560
96145,2220,2220
96146,2583,2583
96147,10,2280
96148,1560,1280
96149,2060,2060
96150,1160,1160
96151,2583,2583
96152,1300,1300
96153,2705,2705
96154,1920,1920
96155,10,10
96156,1560,1560
96157,1140,1280
96158,1302,1280
96159,1180,1160
96160,50,1140
96161,60,60
96162,1280,1280
96163,1300,1300
96164,1560,1560
96165,1940,1940
96166,2522,2522
96167,1920,1920
96168,1920,1920
96169,2583,2583
96170,10,10
96171,2583,2583
96172,2583,2583
96173,1560,2585
96174,10,40
96175,2583,2583
96176,10,1281
96177,1560,1302
96178,1320,1320
96179,2583,2583
96180,2462,2462
96181,2905,2905
96182,1281,1281
96183,2462,2462
96184,1920,1560
96185,2522,2522
96186,1560,1920
96187,2705,2705
96188,1920,1920
96189,2060,2060
96190,1560,1560
96191,1560,1560
96192,10,2403
96193,1160,1160
96194,1302,2583
96195,10,40
96196,1920,1560
96197,1302,1302
96198,2280,2280
96199,1140,1140
96200,1320,1302
96201,1560,2060
96202,2583,2583
96203,2583,2583
96204,2280,2280
96205,2060,2060
96206,1160,1160
96207,2583,2583
96208,10,1560
96209,2583,2583
96210,1560,1560
96211,1280,1280
96212,2583,2583
96213,10,40
96214,2582,2582
96215,10,2403
96216,2585,2585
96217,1140,1140
96218,10,1281
96219,1280,1280
96220,1920,1920
96221,2280,2280
96222,2280,2705
96223,10,10
96224,2585,2585
96225,2522,2522
96226,1560,2403
96227,50,50
96228,10,40
96229,10,1560
96230,1300,1300
96231,1300,1300
96232,60,60
96233,2583,2583
96234,2280,2280
96235,2060,2060
96236,2583,2583
96237,2403,2403
96238,1302,2403
96239,1560,1302
96240,1920,1920
96241,1281,1281
96242,1302,1302
96243,10,10
96244,1281,1300
96245,10,10
96246,2583,2583
96247,10,1320
96248,1560,2582
96249,1302,1302
96250,2522,2522
96251,2585,2585
96252,2060,2060
96253,2462,2462
96254,1320,1320
96255,1302,2583
96256,2462,2462
96257,10,1140
96258,10,1300
96259,1920,1920
96260,50,60
96261,10,10
96262,2585,2585
96263,2403,2403
96264,10,1140
96265,2583,2583
96266,2583,2583
96267,10,10
96268,1560,2060
96269,50,50
96270,1160,1160
96271,1920,1920
96272,1160,1160
96273,2705,2705
96274,1300,1300
96275,10,10
96276,2462,2462
96277,1920,1920
96278,10,2585
96279,2522,2522
96280,1560,1560
96281,2585,2585
96282,10,10
96283,2582,2582
96284,2705,2705
96285,40,1320
96286,1300,1300
96287,2583,2583
96288,2585,2585
96289,1280,1280
96290,1920,1320
96291,2583,2583
96292,40,2522
96293,2583,2583
96294,1280,1140
96295,2060,2060
96296,1300,1300
96297,2522,2522
96298,2403,2403
96299,10,10
96300,2280,2280
96301,10,2280
96302,10,10
96303,1280,1180
96304,1300,1300
96305,1320,1320
96306,1280,1140
96307,1280,1302
96308,10,2462
96309,1920,1920
96310,2403,2403
96311,2462,2462
96312,10,10
96313,1300,1300
96314,2060,2060
96315,1140,40
96316,2585,2585
96317,1920,1920
96318,10,1320
96319,1940,1940
96320,1280,2220
96321,1920,1920
96322,1320,1320
96323,1320,1560
96324,10,10
96325,1300,1300
96326,10,1160
96327,1920,1920
96328,1320,1320
96329,2582,2582
96330,1160,1160
96331,10,2403
96332,1320,1320
96333,2280,2280
96334,10,2462
96335,1302,1302
96336,1280,1280
96337,2585,2585
96338,2522,2522
96339,1281,1281
96340,2462,2462
96341,2060,2060
96342,1320,2583
96343,2583,2583
96344,2060,1280
96345,1300,1280
96346,2280,10
96347,1281,1281
96348,2280,2280
96349,1300,1300
96350,2583,2583
96351,2060,2060
96352,2280,2280
96353,2280,2280
96354,2280,2705
96355,2705,2705
96356,10,1160
96357,10,1140
96358,2583,2583
96359,2583,2583
96360,1160,1160
96361,2403,10
96362,2522,2522
96363,1560,1560
96364,50,50
96365,1281,1280
96366,1920,1920
96367,40,2905
96368,2060,2060
96369,2280,1140
96370,1920,1920
96371,2403,2403
96372,2060,2060
96373,2522,2522
96374,1560,1560
96375,2522,2522
96376,2280,2403
96377,2583,2583
96378,1920,1920
96379,2522,2522
96380,1281,1281
96381,1940,1940
96382,40,40
96383,50,50
96384,10,2280
96385,10,2705
96386,1280,1281
96387,2280,2280
96388,2403,2403
96389,2060,1302
96390,2583,2583
96391,2905,2905
96392,2522,2522
96393,1560,1320
96394,2582,1560
96395,2403,10
96396,2583,2583
96397,2280,2280
96398,2583,2583
96399,10,1281
96400,2060,2060
96401,1300,1300
96402,10,1180
96403,10,10
96404,1280,1280
96405,1301,1301
96406,10,1940
96407,1560,2583
96408,2522,2522
96409,2403,2403
96410,1320,1920
96411,10,2280
96412,10,1320
96413,1281,1281
96414,1920,1920
96415,1300,1300
96416,2280,2280
96417,2280,2280
96418,2220,2220
96419,40,1280
96420,1302,1302
96421,10,1160
96422,1560,1560
96423,1560,1560
96424,1140,1140
96425,2585,2220
96426,1920,1920
96427,10,10
96428,1302,1302
96429,1280,1320
96430,1560,1560
96431,2280,2280
96432,2060,1940
96433,1920,1920
96434,10,40
96435,2585,2585
96436,1560,1560
96437,1300,1300
96438,1302,1302
96439,1280,1280
96440,2583,2583
96441,1320,1320
96442,2280,2280
96443,40,40
96444,1280,1302
96445,50,50
96446,1560,1560
96447,2905,2905
96448,1920,1920
96449,2583,2583
96450,50,50
96451,2583,2583
96452,10,1160
96453,2583,2583
96454,10,2280
96455,2522,2522
96456,50,1180
96457,2582,2582
96458,2280,2280
96459,2583,2583
96460,2522,2522
96461,1160,1160
96462,2280,2280
96463,1560,2522
96464,10,1300
96465,1300,1300
96466,2585,2522
96467,50,50
96468,2582,1302
96469,2522,2522
96470,1280,1280
96471,2060,1920
96472,2583,2583
96473,1320,1320
96474,10,10
96475,2905,2905
96476,2585,2060
96477,2583,2583
96478,10,2705
96479,10,10
96480,10,10
96481,10,1160
96482,1281,2462
96483,1300,1280
96484,2585,2585
96485,1560,2582
96486,1140,1280
96487,2705,2705
96488,2403,2403
96489,2583,2583
96490,1560,1560
96491,1920,1920
96492,2522,2522
96493,10,2705
96494,2522,2522
96495,2583,2583
96496,2280,2280
96497,2585,2060
96498,1280,1280
96499,2583,2583
96500,10,2462
96501,2060,2060
96502,1320,1320
96503,2280,2403
96504,1940,1940
96505,2585,2585
96506,2583,2583
96507,50,50
96508,2583,2583
96509,2403,2403
96510,2583,2583
96511,2462,2462
96512,1560,1560
96513,2280,2280
96514,1560,1560
96515,2280,2280
96516,2462,2462
96517,1280,1140
96518,10,2403
96519,1280,1280
96520,1560,1560
96521,1300,1300
96522,1560,2585
96523,2583,2583
96524,2280,2280
96525,1940,1940
96526,1140,1140
96527,2583,2583
96528,2583,2583
96529,2583,2583
96530,1160,1160
96531,2705,2705
96532,2705,2705
96533,2582,2582
96534,1280,1280
96535,2583,2583
96536,2583,2583
96537,1281,1281
96538,1281,1301
96539,1281,1281
96540,2583,2583
96541,1302,1302
96542,1300,1300
96543,1560,1560
96544,1140,2403
96545,1302,1302
96546,1560,1560
96547,2522,2522
96548,10,2585
96549,1280,1280
96550,1302,1302
96551,1280,1280
96552,2522,2522
96553,10,10
96554,2585,2585
96555,10,10
96556,2522,2522
96557,2522,2522
96558,10,1280
96559,2060,1560
96560,1280,1281
96561,1160,1160
96562,1300,1300
96563,10,1160
96564,2583,2583
96565,2583,2583
96566,2280,2403
96567,1302,1302
96568,2522,2522
96569,1300,1300
96570,2583,2583
96571,2522,2522
96572,1320,1920
96573,1560,2582
96574,2583,2583
96575,2522,2522
96576,1300,2583
96577,1280,1180
96578,2585,2585
96579,2583,2583
96580,2583,2583
96581,2060,2582
96582,2583,2583
96583,1280,1281
96584,2060,2060
96585,2280,2280
96586,1280,1280
96587,2583,2583
96588,2522,2060
96589,2060,2060
96590,1560,1560
96591,1280,1280
96592,1280,1140
96593,1140,1140
96594,1302,1302
96595,1300,1300
96596,2582,2582
96597,2583,2583
96598,10,50
96599,2583,2583
96600,1280,1280
96601,1300,1280
96602,1300,1280
96603,1300,1280
96604,10,1281
96605,1302,1302
96606,10,1280
96607,2403,2403
96608,1302,1280
96609,2522,2522
96610,10,10
96611,1280,1280
96612,40,40
96613,1300,1300
96614,1920,1920
96615,2280,2403
96616,1920,1920
96617,1560,1320
96618,2060,2060
96619,1920,1920
96620,2280,2280
96621,50,2462
96622,2585,2522
96623,2280,1300
96624,2583,2583
96625,2583,2583
96626,2060,1280
96627,2583,2583
96628,2280,1160
96629,2522,2522
96630,2060,2583
96631,2522,2522
96632,1560,2060
96633,50,60
96634,1160,1160
96635,2522,2522
96636,1300,1281
96637,1302,1302
96638,2585,2585
96639,1301,1301
96640,2403,2403
96641,2583,2583
96642,2522,2522
96643,1140,1140
96644,1302,1302
96645,1281,2522
96646,2583,2583
96647,1180,1180
96648,2585,2585
96649,40,1280
96650,2582,2060
96651,10,10
96652,10,2220
96653,2583,2583
96654,1280,1302
96655,2583,2583
96656,1560,2582
96657,1920,2060
96658,1280,1280
96659,10,2705
96660,2522,2522
96661,1140,1140
96662,1280,1280
96663,10,2705
96664,1301,1301
96665,1920,1920
96666,2280,1280
96667,2585,2585
96668,2583,2583
96669,2582,2582
96670,2583,2583
96671,2280,2280
96672,1300,1300
96673,1160,1160
96674,2060,1320
96675,2280,2280
96676,2705,2705
96677,2060,2060
96678,2583,2583
96679,1160,1160
96680,2462,2462
96681,2583,2583
96682,1560,1560
96683,1160,1160
96684,2220,2220
96685,2522,2522
96686,1560,1560
96687,1920,1920
96688,40,2462
96689,2582,2582
96690,1920,1920
96691,2522,2522
96692,50,50
96693,2522,2522
96694,1920,1920
96695,10,1140
96696,2583,2220
96697,2583,2582
96698,2582,2582
96699,2280,1160
96700,2585,1560
96701,2522,2522
96702,1300,1280
96703,2522,2522
96704,1300,1300
96705,1560,1920
96706,2280,2280
96707,2582,2582
96708,2522,2522
96709,2585,2582
96710,2403,2403
96711,60,60
96712,1920,1920
96713,1160,1160
96714,2403,2403
96715,2280,2705
96716,2060,2060
96717,10,1281
96718,1280,2522
96719,1140,1140
96720,1320,1320
96721,2060,2060
96722,1281,1281
96723,1140,1140
96724,1560,1560
96725,2280,2403
96726,2583,2583
96727,1300,1300
96728,1920,1920
96729,10,1281
96730,1320,1320
96731,2280,2280
96732,10,1160
96733,10,1160
96734,1320,1320
96735,10,10
96736,10,10
96737,1280,1281
96738,2585,2585
96739,1302,1302
96740,2585,2585
96741,2583,2583
96742,10,10
96743,2522,2522
96744,1320,1320
96745,1560,2583
96746,1560,1560
96747,2583,2583
96748,10,1300
96749,2583,2583
96750,1280,1280
96751,1280,1280
96752,1920,1920
96753,1302,2585
96754,1920,1920
96755,2403,2403
96756,2220,2220
96757,2905,2905
96758,2583,2583
96759,10,1140
96760,1302,50
96761,10,1281
96762,2060,2060
96763,2280,2280
96764,10,10
96765,1560,1560
96766,2280,2280
96767,2060,2060
96768,1300,1280
96769,40,2403
96770,1280,1281
96771,10,2705
96772,2585,2585
96773,2403,2403
96774,2583,2583
96775,2583,2583
96776,1280,1281
96777,2280,2280
96778,1920,1920
96779,50,50
96780,1320,1320
96781,1560,1560
96782,1920,1920
96783,40,40
96784,2522,2522
96785,1140,1140
96786,2522,2522
96787,2582,2585
96788,10,2705
96789,2522,2522
96790,2403,2403
96791,10,1140
96792,2522,2522
96793,1920,1920
96794,1560,1560
96795,10,1560
96796,10,1280
96797,2403,10
96798,1940,1940
96799,1560,1560
96800,2522,2522
96801,1920,1920
96802,1320,1280
96803,2583,2583
96804,2583,2583
96805,1302,1302
96806,2585,2585
96807,2583,2583
96808,1560,1560
96809,10,1160
96810,2060,2060
96811,2403,2403
96812,10,1160
96813,2583,2583
96814,1560,2060
96815,2280,2280
96816,1560,1560
96817,2060,2060
96818,1320,1320
96819,2582,2582
96820,1560,1560
96821,2403,2403
96822,2280,2280
96823,1280,1302
96824,1560,1560
96825,2583,2583
96826,2583,2583
96827,2583,2583
96828,2060,2060
96829,1560,1920
96830,1302,1302
96831,1301,1301
96832,2585,2585
96833,2280,2280
96834,2060,1560
96835,40,1281
96836,10,1160
96837,2280,2280
96838,2583,2583
96839,50,50
96840,1302,1281
96841,1140,1140
96842,40,40
96843,1280,1320
96844,1280,40
96845,1920,1920
96846,10,2403
96847,2582,2582
96848,10,1300
96849,10,1281
96850,2583,2583
96851,2403,2403
96852,1300,1300
96853,2583,2583
96854,10,2705
96855,1300,1300
96856,2583,2583
96857,2462,2462
96858,1301,1301
96859,2585,1560
96860,1302,1302
96861,60,60
96862,2060,2060
96863,10,1280
96864,2583,2583
96865,2583,2583
96866,1560,1560
96867,2705,1180
96868,1320,1320
96869,1560,1560
96870,1560,1560
96871,10,1281
96872,1280,1280
96873,1920,1920
96874,1160,1160
96875,2060,2060
96876,2705,2705
96877,2582,2582
96878,2583,2583
96879,10,2060
96880,2583,2583
96881,2705,2705
96882,50,40
96883,2583,2583
96884,50,2462
96885,2280,40
96886,1920,1920
96887,1560,1560
96888,2522,2522
96889,1280,2585
96890,1300,1300
96891,2583,2583
96892,1280,1280
96893,10,2403
96894,2280,2280
96895,1160,1160
96896,2522,2522
96897,2060,1320
96898,2583,2583
96899,1920,1920
96900,10,1180
96901,10,1280
96902,1920,1920
96903,1320,2220
96904,2403,2403
96905,1320,1320
96906,2582,2060
96907,2060,2060
96908,2522,2522
96909,1300,1300
96910,1320,1320
96911,1140,1180
96912,10,2705
96913,1280,1280
96914,1281,1281
96915,10,2403
96916,1180,1180
96917,1300,1280
96918,1560,2060
96919,10,2705
96920,10,2705
96921,2280,2280
96922,1140,1140
96923,2522,2522
96924,2522,2522
96925,1320,1280
96926,2585,2585
96927,1920,1920
96928,1320,1320
96929,40,40
96930,1320,2060
96931,1920,1920
96932,2060,2060
96933,2585,2585
96934,2280,2280
96935,2403,2403
96936,2583,2583
96937,2585,2585
96938,2583,2583
96939,1940,1940
96940,40,40
96941,10,2585
96942,1280,1280
96943,2522,1160
96944,2583,2583
96945,2060,2060
96946,50,60
96947,10,2585
96948,2060,2582
96949,1302,1302
96950,2583,2583
96951,1920,1920
96952,10,10
96953,2583,2583
96954,10,10
96955,1560,1560
96956,2220,2220
96957,2585,2585
96958,1280,1140
96959,1300,1300
96960,1940,1940
96961,1560,2582
96962,1560,1560
96963,2583,1560
96964,10,10
96965,1280,1281
96966,1302,1302
96967,1560,1320
96968,1302,1302
96969,1280,1280
96970,2280,2280
96971,10,60
96972,1300,1940
96973,2583,2583
96974,2522,2522
96975,2705,2705
96976,10,1160
96977,1300,1300
96978,2583,2583
96979,2583,2583
96980,1160,1160
96981,1300,2060
96982,1560,2060
96983,2403,2403
96984,2280,2280
96985,1300,1300
96986,1300,1300
96987,2060,1560
96988,2585,2582
96989,1300,1300
96990,1920,1920
96991,2403,2403
96992,2060,2060
96993,1140,1140
96994,1560,1560
96995,10,10
96996,1302,40
96997,50,50
96998,1920,1920
96999,2403,10
97000,2522,2522
97001,1280,1281
97002,2582,1302
97003,1920,2060
97004,1560,1560
97005,2280,2280
97006,2582,2582
97007,1302,1302
97008,2583,2583
97009,2583,2583
97010,60,60
97011,60,60
97012,2522,2522
97013,10,10
97014,10,2403
97015,10,40
97016,2522,2522
97017,2583,2583
97018,1560,2060
97019,60,60
97020,2060,2060
97021,2583,2583
97022,2403,2403
97023,2705,2905
97024,2522,2522
97025,2403,1280
97026,2905,2905
97027,2583,2583
97028,1920,1920
97029,1560,1560
97030,2583,2583
97031,2060,2060
97032,10,1160
97033,1140,1140
97034,1300,1300
97035,1300,1300
97036,2060,2060
97037,10,1180
97038,2280,2280
97039,1160,10
97040,1140,1560
97041,2522,2522
97042,1560,1560
97043,50,40
97044,1280,1280
97045,2060,2060
97046,2220,2220
97047,10,2403
97048,2582,2582
97049,2060,1281
97050,10,1281
97051,2585,2585
97052,1140,1280
97053,2522,2522
97054,1300,1300
97055,2280,1281
97056,2583,2583
97057,1920,1560
97058,1560,2585
97059,50,50
97060,2522,2522
97061,2280,2280
97062,2583,2583
97063,2583,2583
97064,1302,1302
97065,2280,2280
97066,2280,2280
97067,2280,1281
97068,2583,2583
97069,1160,1160
97070,1280,1280
97071,1920,1920
97072,2522,2522
97073,1320,1320
97074,1280,1280
97075,2403,2060
97076,1280,1280
97077,2585,2585
97078,1920,1920
97079,2280,2280
97080,2220,2220
